X,Y,OBJECTID,PAVADIN,GATVE,KRYPTIS,NUORODA,Troleibusai,Autobusai,Naktiniai_autobusai,WiFi,ID
25.2908246413502,54.7087811394457,8147,Ulonų st.,,,http://stops.lt/0928,,,,,0928
25.3274974565132,54.7262129575833,8148,Saulėtekis,,,http://stops.lt/1001,,,,,1001
25.3345093500443,54.7241231466594,8149,Gedimino technikos universitetas,,,http://stops.lt/1002,,,,,1002
25.3356577722161,54.7238454169318,8150,Gedimino technikos universitetas,,,http://stops.lt/1003,,,,,1003
25.339673227541,54.7240347422228,8151,Senoji plytinė,,,http://stops.lt/1004,,,,,1004
25.3407465428608,54.7241576644591,8152,Senoji plytinė,,,http://stops.lt/1005,,,,,1005
25.3467053672353,54.7276185654848,8153,Plytinės st.,,,http://stops.lt/1006,,,,,1006
25.233867569726,54.7277276816853,8154,Pašilaičių žiedas,,,http://stops.lt/3324,,,,,3324
25.3705242871276,54.7297194203827,8155,Dvarčionys,,,http://stops.lt/1011,,,,,1011
25.3746506463131,54.7294929864045,8156,Keramikų st.,,,http://stops.lt/1012,,,,,1012
25.3748925298621,54.729557637724,8157,Keramikų st.,,,http://stops.lt/1013,,,,,1013
25.1965523609883,54.7167932087975,8158,Buivydiškės st.,,,http://stops.lt/4402,,,,,4402
25.1011642399867,54.709313633737,8159,Karveliškių kapinės st.,,,http://stops.lt/5144,,,,,5144
25.3640588296378,54.7041061664949,8160,Rokantiškės st.,,,http://stops.lt/1019,,,,,1019
25.2238422143304,54.6541640111572,8161,Pakalniškių st.,,,http://stops.lt/2409,,,,,2409
25.3267064488079,54.7271875933044,8162,Saulėtekis,,,http://stops.lt/1021,,,,,1021
25.3313099425653,54.7248816836036,8163,Vilniaus universitetas,,,http://stops.lt/1022,,,,,1022
25.3319906224847,54.7245417307062,8164,Vilniaus universitetas,,,http://stops.lt/1023,,,,,1023
25.0536272366734,54.645053260856,8165,Lentvaris st.,,,http://stops.lt/3003,,,,,3003
25.370325121855,54.7298564598728,8166,Dvarčionys,,,http://stops.lt/1026,,,,,1026
25.2346855635771,54.8085633849611,8167,Riešės gimnazija,,,http://stops.lt/5104,,,,,5104
25.3931574020807,54.6057287694696,8168,Skaistės st.,,,http://stops.lt/4315,,,,,4315
25.3558203393792,54.638812379646,8169,Nemėžis st.,,,http://stops.lt/4350,,,,,4350
25.3053108201464,54.6880169640671,8170,Krivių st.,,,http://stops.lt/1101,,,,,1101
25.3050278825254,54.6912234698972,8171,Vasaros st.,,,http://stops.lt/1102,,,,,1102
25.3080889888079,54.6962989248356,8172,Leono Sapiegos st.,,,http://stops.lt/1103,,,,,1103
25.3087321312014,54.6969704131007,8173,Leono Sapiegos st.,,,http://stops.lt/1104,,,,,1104
25.3092240354317,54.7016467275539,8174,Petro Vileišio st.,,,http://stops.lt/1105,,,,,1105
25.3100177135185,54.7031342946976,8175,Petro Vileišio st.,,,http://stops.lt/1106,,,,,1106
25.3102390908243,54.7044662995494,8176,Šilo tiltas,,,http://stops.lt/1107,,,,,1107
25.3109623443192,54.7054514144527,8177,Šilo tiltas,,,http://stops.lt/1108,,,,,1108
25.3143713940803,54.7105813533354,8178,Klinikų st.,,,http://stops.lt/1109,,,,,1109
25.3148624909071,54.7112499650315,8179,Klinikų st.,,,http://stops.lt/1110,,,,,1110
25.3166938979026,54.7113424078199,8180,Klinikų st.,,,http://stops.lt/1111,,,,,1111
25.3157297828287,54.7116134662414,8181,Klinikų st.,,,http://stops.lt/1112,,,,,1112
25.3164599949591,54.7161883148217,8182,Tverečiaus st.,,,http://stops.lt/1113,,,,,1113
25.3165897734909,54.7174988370026,8183,Tverečiaus st.,,,http://stops.lt/1114,,,,,1114
25.3172362122788,54.7196034847344,8184,Antakalnis,,,http://stops.lt/1115,,,,,1115
25.3182147697785,54.7210575380511,8185,Antakalnis,,,http://stops.lt/1116,,,,,1116
25.3200692218628,54.7238454303799,8186,Nemenčinės plentas,,,http://stops.lt/1117,,,,,1117
25.3187221009802,54.7229075939002,8187,Antakalnio žiedas,,,http://stops.lt/1118,,,,,1118
25.3200422404334,54.7227764106069,8188,Nemenčinės plentas,,,http://stops.lt/1119,,,,,1119
25.3155162659589,54.7272780825018,8189,Lizdeikos st.,,,http://stops.lt/1121,,,,,1121
25.324819691905,54.7262242774474,8190,Saulėtekis,,,http://stops.lt/1122,,,,,1122
25.328825926367,54.7287953094892,8191,Lakštingalų st.,,,http://stops.lt/1123,,,,,1123
25.3100733497132,54.7051914514791,8192,Šilo tiltas,,,http://stops.lt/1129,,,,,1129
25.3295631824761,54.7083938480822,8193,Bistryčios st.,,,http://stops.lt/1131,,,,,1131
25.3162453328551,54.7271982827736,8194,Lizdeikos st.,,,http://stops.lt/1132,,,,,1132
25.3827495032735,54.6058211457052,8195,Skaidiškės st.,,,http://stops.lt/4316,,,,,4316
25.3103987982422,54.6762354831517,8196,Zarasų st.,,,http://stops.lt/1201,,,,,1201
25.3093990288209,54.6765787696238,8197,Zarasų st.,,,http://stops.lt/1202,,,,,1202
25.310115012409,54.6766923391697,8198,Zarasų st.,,,http://stops.lt/1203,,,,,1203
25.3116438957687,54.6787829871093,8199,„Audėjas“,,,http://stops.lt/1207,,,,,1207
25.3155451593822,54.6818767649384,8200,Srovės st.,,,http://stops.lt/1208,,,,,1208
25.3128581201145,54.6833121986282,8201,Polocko st.,,,http://stops.lt/1209,,,,,1209
25.3085318012452,54.6853224087547,8202,Filaretų st.,,,http://stops.lt/1210,,,,,1210
25.3194020643696,54.6837937512305,8203,Belmontas,,,http://stops.lt/1211,,,,,1211
25.3235807130625,54.6859946504746,8204,Rudens st.,,,http://stops.lt/1212,,,,,1212
25.3250480169525,54.686400950934,8205,Rudens st.,,,http://stops.lt/1213,,,,,1213
25.3203760127728,54.6840257610838,8206,Belmontas,,,http://stops.lt/1217,,,,,1217
25.1815317023884,54.726743909257,8207,Zujūnai st.,,,http://stops.lt/4406,,,,,4406
25.2912710307399,54.6710807800837,8208,Pelesos st.,,,http://stops.lt/1302,,,,,1302
25.2917540166272,54.6713991226172,8209,Pelesos st.,,,http://stops.lt/1303,,,,,1303
25.2963917694562,54.6684785980289,8210,Stadionas,,,http://stops.lt/1304,,,,,1304
25.2971037114045,54.6675589108104,8211,Stadionas,,,http://stops.lt/1305,,,,,1305
